RP23-100C5.1	ETG51792	Ptpra	Ppp2r1a	Rptpalpha|Ptpa|PTPalpha|RPTRalpha|Rptra	6330556D22Rik|PP2A|PR65	Affinity Capture-Western	Fellner T (2003)	12952889	10090	10090
ETG14048	AL606746.1	Eya1	Sox2	bor	lcc|ysb|Sox-2	Affinity Capture-Western	Ahmed M (2012)	22513373	10090	10090
RP23-437L13.2	ETG21749	Trp53bp1	Terf1	m53BP1|Tp53bp1|53BP1	Trf1|Pin2|Trbf1	Phenotypic Suppression	Martinez P (2012)	22508511	10090	10090
RP23-437L13.2	ETG21749	Trp53bp1	Terf1	m53BP1|Tp53bp1|53BP1	Trf1|Pin2|Trbf1	Phenotypic Enhancement	Martinez P (2012)	22508511	10090	10090
RP23-437L13.2	ETG21749	Trp53bp1	Terf1	m53BP1|Tp53bp1|53BP1	Trf1|Pin2|Trbf1	Synthetic Lethality	Martinez P (2012)	22508511	10090	10090
ETG84505	ETG18999	Setdb1	Pou5f1	ESET|KMT1E|AU022152|mKIAA0067	Otf-3|Oct3|Oct-3/4|Otf3|Oct3/4|Oct-3|Oct4|Otf-4|Oct-4|Otf3-rs7|Otf4|NF-A3|Otf3g	Affinity Capture-Western	Cho S (2012)	22504302	10090	10090
ETG18999	ETG84505	Pou5f1	Setdb1	Otf-3|Oct3|Oct-3/4|Otf3|Oct3/4|Oct-3|Oct4|Otf-4|Oct-4|Otf3-rs7|Otf4|NF-A3|Otf3g	ESET|KMT1E|AU022152|mKIAA0067	Affinity Capture-Western	Cho S (2012)	22504302	10090	10090
ETG12571	ETG12444	Cdk6	Ccnd2	AI504062|Crk2|5830411I20	AI256817|Vin-1|BF642806|Vin1|cD2|2600016F06Rik|C86853	Affinity Capture-Western	Meyyappan M (1998)	9584157	10090	10090
ETG12567	ETG12444	Cdk4	Ccnd2	Crk3	AI256817|Vin-1|BF642806|Vin1|cD2|2600016F06Rik|C86853	Affinity Capture-Western	Meyyappan M (1998)	9584157	10090	10090
ETG12566	ETG12444	Cdk2	Ccnd2	A630093N05Rik	AI256817|Vin-1|BF642806|Vin1|cD2|2600016F06Rik|C86853	Affinity Capture-Western	Meyyappan M (1998)	9584157	10090	10090
ETG19821	RP23-49C8.1	Rnf2	Ogt	AI450156|AI326319|AU019207|dinG|Ring1B	AI115525|Ogtl|1110038P24Rik|4831420N21Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG13619	Rnf2	Phc1	AI450156|AI326319|AU019207|dinG|Ring1B	Edr1|rae28|Edr|AW557034|Rae-28|Mph1	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-440P13.2	Rnf2	Mbtd1	AI450156|AI326319|AU019207|dinG|Ring1B	hemp|AA408199|AI194990	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-467J23.1	Rnf2	Phc2	AI450156|AI326319|AU019207|dinG|Ring1B	Mph2|D130050K19Rik|D4Ertd810e|AA415044|p36|Edr2|A3galt2	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG71041	Rnf2	Pcgf6	AI450156|AI326319|AU019207|dinG|Ring1B	MBLR|4933407A11Rik|AI604840|Rnf134	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG19763	Rnf2	Ring1	AI450156|AI326319|AU019207|dinG|Ring1B	Ring1A	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG19821	Rnf2	Rnf2	AI450156|AI326319|AU019207|dinG|Ring1B	AI450156|AI326319|AU019207|dinG|Ring1B	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG56353	Rnf2	Rybp	AI450156|AI326319|AU019207|dinG|Ring1B	2410018J24Rik|YEAF1|DEDAF	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-451N14.1	Rnf2	Bcor	AI450156|AI326319|AU019207|dinG|Ring1B	mKIAA1575|BcorR|8430401K06Rik|5830466J11Rik|D930024N20Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG30841	Rnf2	Kdm2b	AI450156|AI326319|AU019207|dinG|Ring1B	E430001G17|Cxxc2|Fbl10|mKIAA3014|Fbxl10|PCCX2|Jhdm1b	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG15182	Rnf2	Hdac2	AI450156|AI326319|AU019207|dinG|Ring1B	mRPD3|Yy1bp|D10Wsu179e|YAF1	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-348L16.2	Rnf2	Mga	AI450156|AI326319|AU019207|dinG|Ring1B	AV312082|D030062C11Rik|C130042M01Rik|Mad5|C80739	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG214669	Rnf2	L3mbtl2	AI450156|AI326319|AU019207|dinG|Ring1B	4732493N06Rik|M4mbt	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG100683	Rnf2	Trrap	AI450156|AI326319|AU019207|dinG|Ring1B	AI481500	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG75560	Rnf2	Ep400	AI450156|AI326319|AU019207|dinG|Ring1B	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG78656	Rnf2	Brd8	AI450156|AI326319|AU019207|dinG|Ring1B	SMAP|2610007E11Rik|4432404P07Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-282J1.1	Rnf2	Epc2	AI450156|AI326319|AU019207|dinG|Ring1B	D2Ertd694e|5830499L14	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG13831	Rnf2	Epc1	AI450156|AI326319|AU019207|dinG|Ring1B	2400007E14Rik|5730566F07Rik|A930032N02Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-99G21.2	Rnf2	Dmap1	AI450156|AI326319|AU019207|dinG|Ring1B	Dmtap1|DNMTAP1|DNMAP1|1500016M21Rik|mKIAA1425	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG20174	Rnf2	Ruvbl2	AI450156|AI326319|AU019207|dinG|Ring1B	p47|mp47	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG56456	Rnf2	Actl6a	AI450156|AI326319|AU019207|dinG|Ring1B	Actl6|ARP4|Baf53a|C79802|AI851094|2810432C06Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-82I5.1	Rnf2	Actg1	AI450156|AI326319|AU019207|dinG|Ring1B	Actg|AL023024|Actl|E51	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG238880	Rnf2	Actbl2	AI450156|AI326319|AU019207|dinG|Ring1B	4732495G21Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG11461	Rnf2	Actb	AI450156|AI326319|AU019207|dinG|Ring1B	E430023M04Rik|beta-actin|Actx	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG21761	Rnf2	Morf4l1	AI450156|AI326319|AU019207|dinG|Ring1B	Tex189|TEG-189|MORFRG15|MRG15|mKIAA4002	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-74K21.4	Rnf2	1600027N09Rik	AI450156|AI326319|AU019207|dinG|Ring1B	Mrgbp|AW060503|C80444	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG381022	Rnf2	Mll2	AI450156|AI326319|AU019207|dinG|Ring1B	BC058659|KMT2D|ALR|KMT2B|C430014K11Rik|BC032281|Mll4	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-32O9.2	Rnf2	Ncoa6	AI450156|AI326319|AU019207|dinG|Ring1B	AIB3|NRC|ASC-2|PRIP|ASC2|Ncoa7|mKIAA0181|RAP250	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-85G19.1	Rnf2	Kdm6a	AI450156|AI326319|AU019207|dinG|Ring1B	Utx	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG55982	Rnf2	Paxip1	AI450156|AI326319|AU019207|dinG|Ring1B	D5Ertd149e|PTIP	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG23808	Rnf2	Ash2l	AI450156|AI326319|AU019207|dinG|Ring1B	N/A	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG213464	Rnf2	Rbbp5	AI450156|AI326319|AU019207|dinG|Ring1B	C330016J05|4933411J24Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-328F3.2	Rnf2	Wdr5	AI450156|AI326319|AU019207|dinG|Ring1B	2410008O07Rik|AA960360|AA408785|Big-3|Big	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG67278	Rnf2	2900092E17Rik	AI450156|AI326319|AU019207|dinG|Ring1B	PA1|C77040	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP24-392J24.6	Rnf2	Med14	AI450156|AI326319|AU019207|dinG|Ring1B	AU041628|Crsp2|9930001L01Rik|Trap170|ORF1|ENSMUSG00000073278|Gm641	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG70208	Rnf2	Med23	AI450156|AI326319|AU019207|dinG|Ring1B	X83317|3000002A17Rik|Crsp3|ESTM7|130kDa|Sur2|mKIAA1216	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-48A2.3	Rnf2	Mybbp1a	AI450156|AI326319|AU019207|dinG|Ring1B	p160MBP|p67MBP|P160|AU019902|AL024407	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG20587	Rnf2	Smarcb1	AI450156|AI326319|AU019207|dinG|Ring1B	AU020204|Baf47|Snf5|SNF5/INI1|Ini1	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG233545	Rnf2	2210018M11Rik	AI450156|AI326319|AU019207|dinG|Ring1B	2310016L09Rik|AU019521|AU019557|Emsy	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG68549	Rnf2	Sgol2	AI450156|AI326319|AU019207|dinG|Ring1B	1110007N04Rik|D1Ertd8e|5730576N04Rik|Tripin|4932411A20Rik|AV008062|AU018846	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-354I18.1	Rnf2	Sall4	AI450156|AI326319|AU019207|dinG|Ring1B	AW536104|AL022809|Tex20|5730441M18Rik|C78563|AA407717|C78083|C330011P20Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-395E10.5	Rnf2	Med24	AI450156|AI326319|AU019207|dinG|Ring1B	AW547152|D11Ertd307e|Pparb2|Thrap4|Gse2|Pparbp2|AU040102|Trap100|DRIP100|911GSE|R75526	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG19724	Rnf2	Rfx1	AI450156|AI326319|AU019207|dinG|Ring1B	AI385641|AI047719	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG75725	Rnf2	Phf14	AI450156|AI326319|AU019207|dinG|Ring1B	1110001C23Rik|AV297001|5730446A07Rik|mKIAA0783|4932409F11Rik|AA623952	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-426N4.2	Rnf2	Kdm1a	AI450156|AI326319|AU019207|dinG|Ring1B	D4Ertd478e|1810043O07Rik|AA408884|Aof2|KDM1|mKIAA0601|LSD1	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG94112	Rnf2	Med15	AI450156|AI326319|AU019207|dinG|Ring1B	A230074L19Rik|AW536074|Pcqap	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-316M14.1	Rnf2	Phf21a	AI450156|AI326319|AU019207|dinG|Ring1B	80kDa|Bhc80|Bhc|PFTF1|D030065N23Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG101185	Rnf2	Pot1a	AI450156|AI326319|AU019207|dinG|Ring1B	Pot1|1500031H18Rik|AI851169	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-46N3.2	Rnf2	Ppp2ca	AI450156|AI326319|AU019207|dinG|Ring1B	PP2A|R75353	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-176J13.5	Rnf2	Coil	AI450156|AI326319|AU019207|dinG|Ring1B	C79982|p80-coilin|Cln80	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG234959	Rnf2	Med17	AI450156|AI326319|AU019207|dinG|Ring1B	Crsp6|77kDa|Trap80|C330002H14Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-249K18.5	Rnf2	Taf15	AI450156|AI326319|AU019207|dinG|Ring1B	Taf2n|2610111C21Rik|TAFII68|68kDa	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG67225	Rnf2	Rnpc3	AI450156|AI326319|AU019207|dinG|Ring1B	2810441O16Rik|AI447568|C030014B17Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG26380	Rnf2	Esrrb	AI450156|AI326319|AU019207|dinG|Ring1B	Estrrb|Err2|Nr3b2|ERRb	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG216156	Rnf2	Wdr18	AI450156|AI326319|AU019207|dinG|Ring1B	AU044733|2310012I10Rik|AW122032	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-107C23.3	Rnf2	Rbm39	AI450156|AI326319|AU019207|dinG|Ring1B	C79248|Rnpc2|2310040E03Rik|R75070|B330012G18Rik|1500012C14Rik|caper	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-452D3.3	Rnf2	Csnk2a1	AI450156|AI326319|AU019207|dinG|Ring1B	Csnk2a1-rs4	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG66867	Rnf2	Hmg20a	AI450156|AI326319|AU019207|dinG|Ring1B	1200004E06Rik|5730490E10Rik|Hmgxb1|Ibraf	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG15353	Rnf2	Hmg20b	AI450156|AI326319|AU019207|dinG|Ring1B	Smarce1r|Hmgxb2|Hmgx2|AW610687|BRAF35	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-38K18.1	Rnf2	Ccnc	AI450156|AI326319|AU019207|dinG|Ring1B	AI451004|AU020987|CG1C	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG328440	Rnf2	Npm2	AI450156|AI326319|AU019207|dinG|Ring1B	N/A	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	ETG67381	Rnf2	Med4	AI450156|AI326319|AU019207|dinG|Ring1B	DRIP36|HSPC126|TRAP36|Vdrip|Vdirp|2410046H15Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-234K24.4	Rnf2	Cenpv	AI450156|AI326319|AU019207|dinG|Ring1B	Prr6|AA671303|3110013H01Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG19821	RP23-99G21.2	Rnf2	Dmap1	AI450156|AI326319|AU019207|dinG|Ring1B	Dmtap1|DNMTAP1|DNMAP1|1500016M21Rik|mKIAA1425	Affinity Capture-Western	Illingworth RS (2012)	22496869	10090	10090
ETG75560	ETG100683	Ep400	Trrap	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	AI481500	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	ETG75560	Ep400	Ep400	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	ETG100502766	Ep400	Kifc1	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	Tctex-7|HSET|Knsl2a|Tctex7a|100042970|Tctex-7A|Gm4137|Kifc5a|KNSL2|Tctex7	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	ETG13831	Ep400	Epc1	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	2400007E14Rik|5730566F07Rik|A930032N02Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	RP23-440P13.2	Ep400	Mbtd1	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	hemp|AA408199|AI194990	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	RP23-99G21.2	Ep400	Dmap1	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	Dmtap1|DNMTAP1|DNMAP1|1500016M21Rik|mKIAA1425	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	ETG56456	Ep400	Actl6a	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	Actl6|ARP4|Baf53a|C79802|AI851094|2810432C06Rik	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG75560	RP23-82I5.1	Ep400	Actg1	mKIAA1498|1700020J09Rik|AU023439|p400|mDomino	Actg|AL023024|Actl|E51	Affinity Capture-MS	Illingworth RS (2012)	22496869	10090	10090
ETG108655	ETG15194	Foxp1	Htt	AI461938|4932443N09Rik|AW494214|3110052D19Rik	C430023I11Rik|AI256365|Hdh|IT15|HD	Affinity Capture-Western	Tang B (2012)	22492998	10090	10090
RP23-395E10.7	ETG353187	Nr1d1	Nr1d2	A530070C09Rik|R75201	RVR|Rev-erb	Phenotypic Enhancement	Bugge A (2012)	22474260	10090	10090
ETG12566	ETG12575	Cdk2	Cdkn1a	A630093N05Rik	CAP20|P21|mda6|p21Cip1|Waf1|Cdkn1|SDI1|p21WAF|CDKI|CIP1	Affinity Capture-Western	Xie G (1998)	9488036	10090	10090
ETG17977	RP23-354G20.5	Ncoa1	Nr5a1	bHLHe74|SRC-1|SRC1|KAT13A	ELP|Ftzf1|Ftz-F1|SF1|Ad4BP|ELP-3|SF-1	Two-hybrid	Ito M (1998)	9482669	10090	10090
ETG67588	ETG65105	Rnf41	Arl6ip4	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	AA408210|AA408365|Srp25|Aip-4	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG277250	Rnf41	Kdm3b	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	Jmjd1b|mKIAA1082|JHDM2B|5830462I21Rik	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	RP23-176O5.4	Rnf41	Rtn4	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	mKIAA0886|C130026I10Rik|1110020G17Rik|AA407876|AA409940|NOGO|Nogo-B|ASY|NSP-CL|Nogo-A|Nogo-C|AA960376|mKIAA4153|NgA	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG76332	Rnf41	Cog2	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	Ldlc|C86089|1190002B08Rik|2700012E02Rik	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG15129	Rnf41	Hbb-b1	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	HBB1|Hbbt2|AA409645|beta1|Hbbt1	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG270086	Rnf41	Ogfod1	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	4930415J21Rik|mKIAA1612|AW061076|AA939912|AA387199	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG269003	Rnf41	Sap130	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	6720406D06|2610304F09Rik	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	RP23-255N16.1	Rnf41	Smarce1	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	2810417B20Rik|Baf27|5830412H02Rik|9030408N19Rik	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG67870	Rnf41	Enoph1	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	BB183658|2310057D15Rik|C81437	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	RP23-330N10.2	Rnf41	Ncor1	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	Rxrip13|A230020K14Rik|mKIAA1047|RIP13|N-CoR|5730405M06Rik	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG67588	ETG70762	Rnf41	Dclk2	FLRF|Nrdp1|D10Ertd722e|4933415P08Rik|2210404G21Rik|4930511A05Rik	Dcamkl2|Click-II|CLICK2|6330415M09Rik|AU044875|CL2	Two-hybrid	Kim S (2009)	18986647	10090	10090
ETG19179	ETG59007	Psmc1	Ngly1	S4|AI325227|P26s4	1110002C09Rik|Png1|PNGase	Affinity Capture-Western	Li G (2005)	16249333	10090	10090
RP23-120N11.1	ETG59007	Rad23b	Ngly1	p58|HR23B|0610007D13Rik|mHR23B|AV001138	1110002C09Rik|Png1|PNGase	Affinity Capture-Western	Li G (2005)	16249333	10090	10090
RP23-120N11.1	RP23-124L1.5	Rad23b	Vcp	p58|HR23B|0610007D13Rik|mHR23B|AV001138	3110001E05|CDC48|p97|p97/VCP	Affinity Capture-Western	Li G (2005)	16249333	10090	10090
ETG59007	ETG19179	Ngly1	Psmc1	1110002C09Rik|Png1|PNGase	S4|AI325227|P26s4	Affinity Capture-Western	Katiyar S (2004)	15358861	10090	10090
ETG59007	RP23-120N11.1	Ngly1	Rad23b	1110002C09Rik|Png1|PNGase	p58|HR23B|0610007D13Rik|mHR23B|AV001138	Affinity Capture-Western	Katiyar S (2004)	15358861	10090	10090
ETG208727	ETG17258	Hdac4	Mef2a	AI047285|4932408F19Rik	A430079H05Rik	Affinity Capture-Western	Li J (2012)	22466704	10090	10090
ETG208727	ETG12912	Hdac4	Creb1	AI047285|4932408F19Rik	Creb|AV083133|3526402H21Rik|2310001E10Rik|Creb-1	Affinity Capture-Western	Li J (2012)	22466704	10090	10090
ETG11920	ETG51792	Atm	Ppp2r1a	AI256621|C030026E19Rik	6330556D22Rik|PP2A|PR65	Biochemical Activity	Li J (2012)	22466704	10090	10090
ETG208727	RP23-46N3.2	Hdac4	Ppp2ca	AI047285|4932408F19Rik	PP2A|R75353	Affinity Capture-Western	Li J (2012)	22466704	10090	10090
RP23-46N3.2	ETG208727	Ppp2ca	Hdac4	PP2A|R75353	AI047285|4932408F19Rik	Affinity Capture-Western	Li J (2012)	22466704	10090	10090
ETG208727	ETG11920	Hdac4	Atm	AI047285|4932408F19Rik	AI256621|C030026E19Rik	Synthetic Rescue	Li J (2012)	22466704	10090	10090
ETG15516	RP23-82I5.18-002	Hsp90ab1	Gcgr	C81438|90kDa|Hsp84|Hsp90|AL022974|Hspcb|Hsp84-1	GR	Affinity Capture-Western	Espallergues J (2012)	22457490	10090	10090
ETG11792	ETG20466	Apex1	Sin3a	APE|Apex|Ref-1|HAP1	Sin3|mSin3A|mKIAA4126|AW553200	Affinity Capture-Western	Sengupta S (2012)	22441348	10090	10090
ETG11792	RP23-209C6.7	Apex1	Hdac1	APE|Apex|Ref-1|HAP1	HD1|Hdac1-ps|RPD3|MommeD5	Affinity Capture-Western	Sengupta S (2012)	22441348	10090	10090
ETG11792	ETG15182	Apex1	Hdac2	APE|Apex|Ref-1|HAP1	mRPD3|Yy1bp|D10Wsu179e|YAF1	Affinity Capture-Western	Sengupta S (2012)	22441348	10090	10090
RP23-209C6.7	mCG_49272	Hdac1	Hist4h4	HD1|Hdac1-ps|RPD3|MommeD5	B130044J01Rik	Biochemical Activity	Sengupta S (2012)	22441348	10090	10090
ETG15182	mCG_49272	Hdac2	Hist4h4	mRPD3|Yy1bp|D10Wsu179e|YAF1	B130044J01Rik	Biochemical Activity	Sengupta S (2012)	22441348	10090	10090
RP23-253E9.4	ETG14056	Suz12	Ezh2	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	Enx1h|KMT6|Enx-1|mKIAA4065	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	ETG13626	Suz12	Eed	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	ENSMUSG00000039373|lusk|l7Rn5|l(7)5Rn	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	RP23-281C18.5	Suz12	Ezh1	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	AW557915|mKIAA0388	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	RP23-391E6.3	Suz12	Rbbp4	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	mRbAp48	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	RP23-436I3.1	Suz12	Rbbp7	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	AU019541|AA409861|AI173248|mRbAp46|BB114024	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	RP23-9N11.3	Suz12	Phf19	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	3321402G02Rik|3110009G19Rik	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	ETG17765	Suz12	Mtf2	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	AA537621|9230112N11Rik|M96|C76717|Pcl2	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	ETG16468	Suz12	Jarid2	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	Jmj|jumonji	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	ETG11569	Suz12	Aebp2	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	B230313N05Rik|AU023766	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	RP23-94N18.3	Suz12	E130012A19Rik	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	AI413509|AA409164|AW539173	Affinity Capture-MS	Hunkapiller J (2012)	22438827	10090	10090
RP23-253E9.4	RP23-9N11.3	Suz12	Phf19	2610028O16Rik|AW536442|mKIAA0160|AU016842|AI195385|D11Ertd530e	3321402G02Rik|3110009G19Rik	Affinity Capture-Western	Hunkapiller J (2012)	22438827	10090	10090
